medcodeid,observations,term,emiscodecategoryid,description_lower,bl_dm_type,bl_dm
13953411000006118,4,At low risk of ulcer of right foot due to diabetes mellitus,31,at low risk of ulcer of right foot due to diabetes mellitus,Unclear,1
13953421000006114,5,At low risk of ulcer of left foot due to diabetes mellitus,31,at low risk of ulcer of left foot due to diabetes mellitus,Unclear,1
13965721000006114,1,Severe nonproliferative diabetic retinopathy with venous beading,31,severe nonproliferative diabetic retinopathy with venous beading,Unclear,1
13966631000006113,9,Newly diagnosed type 1 diabetes mellitus,31,newly diagnosed type 1 diabetes mellitus,Type 1 DM,1
13966641000006115,2,Newly diagnosed diabetes mellitus type 1,31,newly diagnosed diabetes mellitus type 1,Type 1 DM,1
13973601000006116,3,Centrally involved macular oedema due to diabetes mellitus,31,centrally involved macular oedema due to diabetes mellitus,Unclear,1
14015311000006110,3,Coronary artery disease due to type 2 diabetes mellitus,32,coronary artery disease due to type 2 diabetes mellitus,Type 2 DM,1
14056961000006112,5,Ketoacidotic coma due to diabetes mellitus,32,ketoacidotic coma due to diabetes mellitus,Unclear,1
14057771000006116,179,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus,32,lumbosacral radiculoplexus neuropathy due to diabetes mellitus,Unclear,1
14057821000006112,8,Radiculoplexus neuropathy due to diabetes mellitus,32,radiculoplexus neuropathy due to diabetes mellitus,Unclear,1
14058781000006117,28,Autonomic neuropathy due to diabetes mellitus,32,autonomic neuropathy due to diabetes mellitus,Unclear,1
14058811000006115,205,Pancreatogenic type 3c diabetes mellitus,32,pancreatogenic type 3c diabetes mellitus,Unclear,1
14059421000006119,742,Proliferative retinopathy due to diabetes mellitus,32,proliferative retinopathy due to diabetes mellitus,Unclear,1
14060651000006114,58,Complication due to diabetes mellitus,32,complication due to diabetes mellitus,Unclear,1
14067581000006118,376,Disorder of kidney due to diabetes mellitus,32,disorder of kidney due to diabetes mellitus,Unclear,1
14070771000006115,41,Loss of hypoglycaemic warning due to diabetes mellitus,1,loss of hypoglycaemic warning due to diabetes mellitus,Unclear,1
14071211000006113,23,Multiple complications due to type 2 diabetes mellitus,32,multiple complications due to type 2 diabetes mellitus,Type 2 DM,1
14071331000006110,86,Chronic painful neuropathy due to diabetes mellitus,32,chronic painful neuropathy due to diabetes mellitus,Unclear,1
14071341000006117,222,Asymptomatic neuropathy due to diabetes mellitus,32,asymptomatic neuropathy due to diabetes mellitus,Unclear,1
14071361000006118,486,Preproliferative retinopathy due to diabetes mellitus,32,preproliferative retinopathy due to diabetes mellitus,Unclear,1
14071371000006113,15,Advanced maculopathy due to diabetes mellitus,32,advanced maculopathy due to diabetes mellitus,Unclear,1
14071441000006113,54,Cellulitis of foot due to diabetes mellitus,32,cellulitis of foot due to diabetes mellitus,Unclear,1
14071551000006111,170,Ischaemic ulcer of foot due to diabetes mellitus,32,ischaemic ulcer of foot due to diabetes mellitus,Unclear,1
14072461000006116,1406,Neuropathy due to diabetes mellitus,32,neuropathy due to diabetes mellitus,Unclear,1
14072481000006114,1,Chronic painful polyneuropathy due to diabetes mellitus,32,chronic painful polyneuropathy due to diabetes mellitus,Unclear,1
14072591000006111,1496,Disorder of macula due to diabetes mellitus,32,disorder of macula due to diabetes mellitus,Unclear,1
14072601000006115,8,Proliferative retinopathy with optic disc neovascularisation due to diabetes mellitus,31,proliferative retinopathy with optic disc neovascularisation due to diabetes mellitus,Unclear,1
14072611000006117,2,Proliferative retinopathy with neovascularisation elsewhere than the optic disc due to diabetes mellitus,31,proliferative retinopathy with neovascularisation elsewhere than the optic disc due to diabetes mellitus,Unclear,1
14072621000006113,5,Traction detachment of retina due to diabetes mellitus,31,traction detachment of retina due to diabetes mellitus,Unclear,1
14073061000006116,2,Abnormal metabolic state due to diabetes mellitus,32,abnormal metabolic state due to diabetes mellitus,Unclear,1
14073071000006111,10,Severe hyperglycaemia due to diabetes mellitus,32,severe hyperglycaemia due to diabetes mellitus,Unclear,1
14073081000006114,289,Hypoglycaemic event due to diabetes,32,hypoglycaemic event due to diabetes,Unclear,1
14073091000006112,54,Hypoglycaemia due to diabetes mellitus,31,hypoglycaemia due to diabetes mellitus,Unclear,1
14073101000006118,139,Nocturnal hypoglycaemia due to diabetes mellitus,32,nocturnal hypoglycaemia due to diabetes mellitus,Unclear,1
14077381000006115,18,Hyperosmolar non-ketotic state due to diabetes mellitus,32,hyperosmolar non-ketotic state due to diabetes mellitus,Unclear,1
14077471000006114,9,Advanced retinal disease due to diabetes mellitus,32,advanced retinal disease due to diabetes mellitus,Unclear,1
14077691000006113,425,Mild nonproliferative retinopathy due to diabetes mellitus,31,mild nonproliferative retinopathy due to diabetes mellitus,Unclear,1
14077701000006113,173,Moderate nonproliferative retinopathy due to diabetes mellitus,31,moderate nonproliferative retinopathy due to diabetes mellitus,Unclear,1
14077711000006111,88,Severe nonproliferative retinopathy due to diabetes mellitus,32,severe nonproliferative retinopathy due to diabetes mellitus,Unclear,1
14077721000006115,5,Non-high-risk proliferative retinopathy due to diabetes mellitus,31,non-high-risk proliferative retinopathy due to diabetes mellitus,Unclear,1
14077731000006117,35,High risk proliferative retinopathy due to diabetes mellitus,32,high risk proliferative retinopathy due to diabetes mellitus,Unclear,1
14077741000006110,1,Quiescent proliferative retinopathy due to diabetes mellitus,31,quiescent proliferative retinopathy due to diabetes mellitus,Unclear,1
14077751000006112,5,Proliferative retinopathy with iris neovascularisation due to diabetes mellitus,31,proliferative retinopathy with iris neovascularisation due to diabetes mellitus,Unclear,1
14077851000006118,1,Diffuse exudative maculopathy due to diabetes mellitus,31,diffuse exudative maculopathy due to diabetes mellitus,Unclear,1
14077861000006116,2,Focal exudative maculopathy due to diabetes mellitus,31,focal exudative maculopathy due to diabetes mellitus,Unclear,1
14077871000006111,9,Ischaemic maculopathy due to diabetes mellitus,31,ischaemic maculopathy due to diabetes mellitus,Unclear,1
14078401000006119,3,Arthropathy due to type 2 diabetes mellitus,32,arthropathy due to type 2 diabetes mellitus,Type 2 DM,1
14079681000006115,6858,Nonproliferative retinopathy due to diabetes mellitus,32,nonproliferative retinopathy due to diabetes mellitus,Unclear,1
14079871000006119,29,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus,32,hyperosmolar non-ketotic state due to type 2 diabetes mellitus,Type 2 DM,1
14083741000006114,238,Ketoacidosis due to type 1 diabetes mellitus,32,ketoacidosis due to type 1 diabetes mellitus,Type 1 DM,1
14083761000006113,1,Mononeuropathy due to type 2 diabetes mellitus,32,mononeuropathy due to type 2 diabetes mellitus,Type 2 DM,1
14083771000006118,8,Exudative maculopathy due to type 1 diabetes mellitus,32,exudative maculopathy due to type 1 diabetes mellitus,Type 1 DM,1
14083781000006115,102,Persistent proteinuria due to type 1 diabetes mellitus,32,persistent proteinuria due to type 1 diabetes mellitus,Type 1 DM,1
14083791000006117,3,Coma due to diabetes mellitus,32,coma due to diabetes mellitus,Unclear,1
14083811000006118,9496,Persistent microalbuminuria due to type 2 diabetes mellitus,32,persistent microalbuminuria due to type 2 diabetes mellitus,Type 2 DM,1
14083831000006112,6,Retinopathy due to type 1 diabetes mellitus,32,retinopathy due to type 1 diabetes mellitus,Type 1 DM,1
14083841000006119,10,Gangrene due to type 1 diabetes mellitus,32,gangrene due to type 1 diabetes mellitus,Type 1 DM,1
14083881000006113,1,Ketoacidotic coma due to type 1 diabetes mellitus,32,ketoacidotic coma due to type 1 diabetes mellitus,Type 1 DM,1
14083901000006110,118,Persistent microalbuminuria due to type 1 diabetes mellitus,32,persistent microalbuminuria due to type 1 diabetes mellitus,Type 1 DM,1
14083911000006113,41,Disorder of nervous system due to type 2 diabetes mellitus,32,disorder of nervous system due to type 2 diabetes mellitus,Type 2 DM,1
14083931000006119,4,Hypoglycaemic coma due to type 1 diabetes mellitus,32,hypoglycaemic coma due to type 1 diabetes mellitus,Type 1 DM,1
14083941000006112,5,Disorder of nervous system due to type 1 diabetes mellitus,32,disorder of nervous system due to type 1 diabetes mellitus,Type 1 DM,1
14083961000006111,28,Gangrene due to type 2 diabetes mellitus,32,gangrene due to type 2 diabetes mellitus,Type 2 DM,1
14083991000006115,33,Ketoacidosis due to type 2 diabetes mellitus,32,ketoacidosis due to type 2 diabetes mellitus,Type 2 DM,1
14084001000006112,4,Exudative maculopathy due to type 2 diabetes mellitus,32,exudative maculopathy due to type 2 diabetes mellitus,Type 2 DM,1
14084021000006119,3,Renal disorder due to type 1 diabetes mellitus,32,renal disorder due to type 1 diabetes mellitus,Type 1 DM,1
14084031000006116,13,Non-ketotic non-hyperosmolar coma due to diabetes mellitus,32,non-ketotic non-hyperosmolar coma due to diabetes mellitus,Unclear,1
14084041000006114,2139,Persistent proteinuria due to type 2 diabetes mellitus,32,persistent proteinuria due to type 2 diabetes mellitus,Type 2 DM,1
14084061000006113,54,Retinopathy due to type 2 diabetes mellitus,32,retinopathy due to type 2 diabetes mellitus,Type 2 DM,1
14084091000006117,182,Disorder of nervous system due to diabetes mellitus,32,disorder of nervous system due to diabetes mellitus,Unclear,1
14084101000006111,13,Disorder of eye due to type 2 diabetes mellitus,32,disorder of eye due to type 2 diabetes mellitus,Type 2 DM,1
14084111000006114,5,Peripheral circulatory disorder due to type 2 diabetes mellitus,32,peripheral circulatory disorder due to type 2 diabetes mellitus,Type 2 DM,1
14084121000006118,143,Skin ulcer due to diabetes mellitus,32,skin ulcer due to diabetes mellitus,Unclear,1
14084131000006115,2,Multiple complications due to type 1 diabetes mellitus,32,multiple complications due to type 1 diabetes mellitus,Type 1 DM,1
14085781000006119,63,Macroalbuminuric nephropathy due to diabetes mellitus,32,macroalbuminuric nephropathy due to diabetes mellitus,Unclear,1
14090011000006118,3,Hypoglycaemic coma due to type 2 diabetes mellitus,32,hypoglycaemic coma due to type 2 diabetes mellitus,Type 2 DM,1
14091771000006115,3,Disorder of eye due to type 1 diabetes mellitus,32,disorder of eye due to type 1 diabetes mellitus,Type 1 DM,1
14092431000006119,5634,Disorder of right macula due to diabetes mellitus,27,disorder of right macula due to diabetes mellitus,Unclear,1
14092441000006112,5640,Disorder of left macula due to diabetes mellitus,27,disorder of left macula due to diabetes mellitus,Unclear,1
14092491000006115,234,Erectile dysfunction due to diabetes mellitus,32,erectile dysfunction due to diabetes mellitus,Unclear,1
14094571000006111,2,Neuropathic arthropathy due to type 2 diabetes mellitus,32,neuropathic arthropathy due to type 2 diabetes mellitus,Type 2 DM,1
14095251000006116,53,Neuropathic ulcer of toe due to type 2 diabetes mellitus,32,neuropathic ulcer of toe due to type 2 diabetes mellitus,Type 2 DM,1
14095271000006114,37,Neuropathic ulcer of foot due to type 2 diabetes mellitus,32,neuropathic ulcer of foot due to type 2 diabetes mellitus,Type 2 DM,1
14128861000006110,21,No evidence of diabetic nephropathy,27,no evidence of diabetic nephropathy,Unclear,1
14131411000006119,52,Telehealth monitoring for diabetes mellitus,32,telehealth monitoring for diabetes mellitus,Unclear,1
14136361000006117,319,Ketosis-prone diabetes mellitus,32,ketosis-prone diabetes mellitus,Unclear,1
14181871000006115,1,Severe nonproliferative diabetic retinopathy of bilateral eyes due to diabetes mellitus type 1,31,severe nonproliferative diabetic retinopathy of bilateral eyes due to diabetes mellitus type 1,Type 1 DM,1
14181911000006117,3,Bilateral nonproliferative retinopathy due to diabetes mellitus type 2,31,bilateral nonproliferative retinopathy due to diabetes mellitus type 2,Type 2 DM,1
14181941000006118,1,Proliferative retinopathy of left eye due to diabetes mellitus type 1,31,proliferative retinopathy of left eye due to diabetes mellitus type 1,Type 1 DM,1
14181961000006119,1,Bilateral proliferative retinopathy due to diabetes mellitus type 2,31,bilateral proliferative retinopathy due to diabetes mellitus type 2,Type 2 DM,1
14181991000006110,1,Proliferative retinopathy of right eye due to diabetes mellitus type 1,31,proliferative retinopathy of right eye due to diabetes mellitus type 1,Type 1 DM,1
14182011000006110,1,Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1,31,bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1,Type 1 DM,1
14182031000006116,1,Proliferative retinopathy of both eyes due to diabetes mellitus type 1,31,proliferative retinopathy of both eyes due to diabetes mellitus type 1,Type 1 DM,1
14182581000006113,1,History of proliferative retinopathy due to diabetes mellitus,31,history of proliferative retinopathy due to diabetes mellitus,Unclear,1
14182591000006111,1,History of proliferative diabetic retinopathy,31,history of proliferative diabetic retinopathy,Unclear,1
14182601000006115,1,History of nonproliferative diabetic retinopathy,31,history of nonproliferative diabetic retinopathy,Unclear,1
14233341000006113,4192,Diabetes care plan,37,diabetes care plan,Unclear,1
14308961000006115,4,Paediatric diabetes care plan,31,paediatric diabetes care plan,Unclear,1
14667031000006117,9661,Diabetic retinopathy screening declined,32,diabetic retinopathy screening declined,Unclear,1
14691581000006115,1,Assessment using Type 1 Diabetes Distress Scale,32,assessment using type 1 diabetes distress scale,Type 1 DM,1
14728721000006117,4,Neovascular glaucoma due to diabetes mellitus type 2,32,neovascular glaucoma due to diabetes mellitus type 2,Type 2 DM,1
14757801000006116,1,Fulminant type 1 diabetes mellitus,32,fulminant type 1 diabetes mellitus,Type 1 DM,1
14765381000006118,11,Diabetic neurotrophic keratitis,32,diabetic neurotrophic keratitis,Unclear,1
14917791000006118,1,Assessment using DSMQ (Diabetes Self Management Questionnaire),32,assessment using dsmq (diabetes self management questionnaire),Unclear,1
14918961000006111,4,Uses continuous subcutaneous automated insulin delivery system,32,uses continuous subcutaneous automated insulin delivery system,Unclear,1
14920031000006112,14641,NHS diabetic eye screening programme,32,nhs diabetic eye screening programme,Unclear,1
14920041000006119,111,NHS (National Health Service) DES (diabetic eye screening) programme,32,nhs (national health service) des (diabetic eye screening) programme,Unclear,1
14920051000006117,45,Diabetic digital retinal screening image quality ungradable,32,diabetic digital retinal screening image quality ungradable,Unclear,1
14920061000006115,2,Diabetic digital retinal screening image quality inadequate for grading,32,diabetic digital retinal screening image quality inadequate for grading,Unclear,1
14920101000006117,134,Diabetic digital retinal screening image quality of left eye ungradable,32,diabetic digital retinal screening image quality of left eye ungradable,Unclear,1
14920111000006119,1,Diabetic digital retinal screening image quality of left eye inadequate for grading,32,diabetic digital retinal screening image quality of left eye inadequate for grading,Unclear,1
14920121000006110,122,Diabetic digital retinal screening image quality of right eye ungradable,32,diabetic digital retinal screening image quality of right eye ungradable,Unclear,1
14920141000006115,79,Diabetic digital retinal screening image quality of bilateral eyes ungradable,32,diabetic digital retinal screening image quality of bilateral eyes ungradable,Unclear,1
14920201000006110,3,Replacement of continuous subcutaneous insulin patch pump,32,replacement of continuous subcutaneous insulin patch pump,Unclear,1
14920291000006115,9,Closed loop insulin delivery using continuous automated insulin delivery system active,32,closed loop insulin delivery using continuous automated insulin delivery system active,Unclear,1
14920381000006111,1,Automated predictive low glucose suspend of insulin delivery using sensor augmented insulin pump device,32,automated predictive low glucose suspend of insulin delivery using sensor augmented insulin pump device,Unclear,1
