medcodeid,cleansedreadcode,term,cancer_cprd
4748651000006115,,malignant neoplasm of connective and soft tissue of forearm,1
4748911000006110,,"malignant neoplasm, overlapping lesion of connective and soft tissue",1
5511671000006115,,malignant neoplasm of soft tissue,1
5511681000006117,,malignant tumour of soft tissue,1
5511691000006119,,malignant tumor of soft tissue,1
5911421000006114,,"malignant tumour of soft tissue of head, face and neck",1
5911431000006112,,"malignant tumor of soft tissue of head, face and neck",1
6243371000006114,,malignant tumour of soft tissue of thorax,1
6243381000006112,,malignant tumor of soft tissue of thorax,1
6243391000006110,,malignant neoplasm of soft tissue of thorax,1
6243401000006112,,malignant tumour of soft tissue of pelvis,1
6243411000006110,,malignant tumor of soft tissue of pelvis,1
6246021000006115,,malignant tumour of soft tissue of head,1
6246031000006117,,malignant tumor of soft tissue of head,1
6246051000006112,,malignant tumour of soft tissue of face,1
6246061000006114,,malignant tumor of soft tissue of face,1
6246081000006116,,malignant tumour of soft tissue of neck,1
6246091000006118,,malignant tumor of soft tissue of neck,1
6478621000006110,,neoplasm of soft tissue,1
6478631000006113,,tumour of soft tissue,1
6478641000006115,,soft tissue tumour,1
6478651000006118,,soft tissue tumor,1
6478661000006116,,tumor of soft tissue,1
6478671000006111,,neoplasm of soft tissues,1
720561000006111,B309.00,"malignant neoplasm, overlap les bone and artic cart of limbs",1
288960017,B31..00,malignant neoplasm of connective and other soft tissue,1
729361000006113,B310.00,"malig neop of connective and soft tissue head, face and neck",1
1228565015,B310000,malignant neoplasm of soft tissue of head,1
1228566019,B310100,malignant neoplasm of soft tissue of face,1
1228567011,B310200,malignant neoplasm of soft tissue of neck,1
288963015,B310400,malignant neoplasm of tarsus of eyelid,1
730031000006113,B310z00,"malig neop connective and soft tissue head, face, neck nos",1
729291000006111,B311.00,malig neop connective and soft tissue upper limb/shoulder,1
288967019,B311000,malignant neoplasm of connective and soft tissue of shoulder,1
288968012,B311100,"malignant neoplasm of connective and soft tissue, upper arm",1
288969016,B311200,malignant neoplasm of connective and soft tissue of fore-arm,1
288970015,B311300,malignant neoplasm of connective and soft tissue of hand,1
288971016,B311400,malignant neoplasm of connective and soft tissue of finger,1
288972011,B311500,malignant neoplasm of connective and soft tissue of thumb,1
729301000006112,B311z00,malig neop connective soft tissue upper limb/shoulder nos,1
729401000006115,B312.00,malig neop of connective and soft tissue of hip and leg,1
288975013,B312000,malignant neoplasm of connective and soft tissue of hip,1
729451000006116,B312100,malig neop of connective and soft tissue thigh and upper leg,1
730251000006110,B312200,malig neop connective and soft tissue of popliteal space,1
729421000006113,B312300,malig neop of connective and soft tissue of lower leg,1
288979019,B312400,malignant neoplasm of connective and soft tissue of foot,1
288980016,B312500,malignant neoplasm of connective and soft tissue of toe,1
729391000006117,B312600,malig neop of connective and soft tissue of great toe,1
730241000006113,B312z00,malig neop connective and soft tissue hip and leg nos,1
288985014,B313.00,malignant neoplasm of connective and soft tissue of thorax,1
288986010,B313000,malignant neoplasm of connective and soft tissue of axilla,1
155209019,B313100,malignant neoplasm of diaphragm,1
155272012,B313200,malignant neoplasm of great vessels,1
728491000006116,B313300,malig neoplasm of connective and soft tissues of thor spine,1
729441000006118,B313z00,malig neop of connective and soft tissue of thorax nos,1
288991011,B314.00,malignant neoplasm of connective and soft tissue of abdomen,1
729381000006115,B314000,malig neop of connective and soft tissue of abdominal wall,1
728481000006119,B314100,malig neoplasm of connective and soft tissues of lumb spine,1
729371000006118,B314z00,malig neop of connective and soft tissue of abdomen nos,1
288995019,B315.00,malignant neoplasm of connective and soft tissue of pelvis,1
288999013,B315000,malignant neoplasm of connective and soft tissue of buttock,1
729411000006117,B315100,malig neop of connective and soft tissue of inguinal region,1
289001014,B315200,malignant neoplasm of connective and soft tissue of perineum,1
728451000006110,B315300,malig neopl of connective and soft tissue - sacrum or coccyx,1
729431000006111,B315z00,malig neop of connective and soft tissue of pelvis nos,1
729461000006119,B316.00,malig neop of connective and soft tissue trunk unspecified,1
720571000006116,B317.00,"malignant neoplasm, overlap lesion connective & soft tissue",1
729281000006113,B31y.00,malig neop connective and soft tissue other specified site,1
289007013,B31z.00,"malignant neoplasm of connective and soft tissue, site nos",1
289317013,B501000,malignant neoplasm of connective tissue of orbit,1
289425014,B550000,malignant neoplasm of head nos,1
289450012,B55y100,malignant neoplasm of trunk nos,1
309361000006119,BBDB.11,[m]glomoid sarcoma,1
316821000006112,BBF3.00,[m]spindle cell sarcoma,1
316611000006117,BBF5.00,[m]small cell sarcoma,1
316131000006115,BBF5.11,[m]round cell sarcoma,1
308411000006118,BBG7.00,[m]fascial fibrosarcoma,1
310281000006113,BBG8.00,[m]infantile fibrosarcoma,1
291638011,BBJ1.00,[m]liposarcoma nos,1
313541000006114,BBJ5.00,[m]myxoid liposarcoma,1
307811000006116,BBJ5.11,[m]embryonal liposarcoma,1
316121000006118,BBJ6.00,[m]round cell liposarcoma,1
315531000006117,BBJ7.00,[m]pleomorphic liposarcoma,1
1232905013,BBJH.00,[m]dedifferentiated liposarcoma,1
312841000006116,BBK3300,[m]mixed cell rhabdomyosarcoma,1
307821000006112,BBK3600,[m]embryonal rhabdomyosarcoma,1
305211000006112,BBK3700,[m]alveolar rhabdomyosarcoma,1
307831000006110,BBLD.00,[m]embryonal sarcoma,1
1232439019,BBN1.00,[m]synovial sarcoma nos,1
1232438010,BBN1.11,[m]synovioma nos,1
317361000006112,BBN2.00,"[m]synovial sarcoma, spindle cell type",1
317351000006110,BBN3.00,"[m]synovial sarcoma, epithelioid cell type",1
317341000006113,BBN4.00,"[m]synovial sarcoma, biphasic type",1
291700017,BBN5.00,[m]clear cell sarcoma of tendons and aponeuroses,1
1235321016,BBf2.00,[m]alveolar soft part sarcoma,1
292121011,Byu5.00,[x]malignant neoplasm of mesothelial and soft tissue,1
396091000006118,Byu5800,"[x]mal neoplasm/connective+soft tissue of trunk,unspecified",1
396501000006117,Byu5900,"[x]malignant neoplasm/connective + soft tissue,unspecified",1
11907261000006114,,[m]infiltrating ductular carcinoma,1
11918121000006112,,[x]malignant neoplasm of breast,1
12723471000006112,,malignant neoplasm of female breast nos,1
1803781000006110,,local recurrence of malignant tumour of breast,1
2546721000006114,,"paget's disease, mammary",1
2546741000006119,,paget's carcinoma of the nipple,1
2546761000006115,,"paget disease, mammary",1
2560241000006117,,lipid-rich carcinoma,1
3030841000006117,,inflammatory carcinoma,1
3030851000006115,,inflammatory adenocarcinoma,1
3067781000006111,,infiltrating duct and lobular carcinoma,1
3067791000006114,,infiltrating duct and lobular carcinoma in situ,1
3067801000006110,,lobular and ductal carcinoma,1
3067811000006113,,intraductal and lobular carcinoma,1
3067821000006117,,infiltrating lobular carcinoma and ductal carcinoma in situ,1
3175581000006112,,secretory carcinoma of the breast,1
3387071000006114,,paget's disease and intraductal carcinoma of breast,1
3387081000006112,,paget disease and intraductal carcinoma of breast,1
3549251000006113,,intraductal papillary adenocarcinoma with invasion,1
3549261000006110,,infiltrating and papillary adenocarcinoma,1
3549271000006115,,infiltrating papillary adenocarcinoma,1
3843581000006117,,paget disease and infiltrating duct carcinoma of breast,1
3845541000006112,,infiltrating duct adenocarcinoma,1
3845551000006114,,duct cell carcinoma,1
3845561000006111,,ductal carcinoma,1
3845571000006116,,duct adenocarcinoma,1
3845591000006115,,invasive breast carcinoma of no special type,1
3892541000006110,,medullary carcinoma with lymphoid stroma,1
3958781000006114,,lobular adenocarcinoma,1
3958791000006112,,infiltrating lobular carcinoma,1
4024671000006119,,primary malignant neoplasm of areola of female breast,1
4024691000006118,,primary malignant neoplasm of areola of male breast,1
4026641000006116,,primary malignant neoplasm of male breast,1
4027021000006119,,primary malignant neoplasm of nipple of female breast,1
4027041000006114,,primary malignant neoplasm of nipple of male breast,1
5351491000006113,,malignant tumour of breast,1
5351501000006117,,malignant tumor of breast,1
5351511000006119,,breast cancer,1
5351521000006110,,ca - breast cancer,1
5351531000006113,,malignant neoplasm of breast,1
6051931000006117,,local recurrence of malignant tumor of breast,1
6363631000006118,,female breast cancer,1
6363641000006111,,cancer of female breast,1
6364031000006110,,ca breast - male,1
7577631000006119,,encapsulated papillary carcinoma,1
7577641000006112,,encysted papillary carcinoma,1
7577651000006114,,non-infiltrating intracystic carcinoma,1
7577661000006111,,noninfiltrating intracystic carcinoma,1
7577671000006116,,intracystic papillary carcinoma,1
7577681000006118,,intracystic papillary adenocarcinoma,1
7828931000006112,,"comedocarcinoma, no international classification of diseases for oncology subtype",1
7828941000006119,,"comedocarcinoma, no icd-o subtype",1
907341000006116,,[rfc] breast cancer,1
1210642019,B34..00,malignant neoplasm of female breast,1
531851000006119,B34..11,ca female breast,1
990571000006118,B34..98,ca breast - nos,1
880261000006119,B34..99,carcinoma breast,1
289137018,B340.00,malignant neoplasm of nipple and areola of female breast,1
880271000006114,B340.99,ca breast - nipple/central,1
155417012,B340000,malignant neoplasm of nipple of female breast,1
155089014,B340100,malignant neoplasm of areola of female breast,1
289140018,B340z00,malignant neoplasm of nipple or areola of female breast nos,1
289141019,B341.00,malignant neoplasm of central part of female breast,1
289142014,B342.00,malignant neoplasm of upper-inner quadrant of female breast,1
880281000006112,B342.99,"ca breast-upper,inner quadrant",1
289143016,B343.00,malignant neoplasm of lower-inner quadrant of female breast,1
880291000006110,B343.99,"ca breast-lower,inner quadrant",1
289144010,B344.00,malignant neoplasm of upper-outer quadrant of female breast,1
880301000006111,B344.99,"ca breast-upper,outer quadrant",1
289145011,B345.00,malignant neoplasm of lower-outer quadrant of female breast,1
880311000006114,B345.99,"ca breast-lower,outer quadrant",1
289146012,B346.00,malignant neoplasm of axillary tail of female breast,1
880321000006118,B346.99,ca breast - axillary tail,1
289147015,B347.00,"malignant neoplasm, overlapping lesion of breast",1
289148013,B34y.00,malignant neoplasm of other site of female breast,1
289149017,B34y000,malignant neoplasm of ectopic site of female breast,1
289150017,B34yz00,malignant neoplasm of other site of female breast nos,1
289151018,B34z.00,malignant neoplasm of female breast nos,1
880331000006115,B34z.99,ca breast - nos,1
155364013,B35..00,malignant neoplasm of male breast,1
880341000006113,B35..99,ca breast - male,1
289153015,B350.00,malignant neoplasm of nipple and areola of male breast,1
155418019,B350000,malignant neoplasm of nipple of male breast,1
155090017,B350100,malignant neoplasm of areola of male breast,1
289156011,B350z00,malignant neoplasm of nipple or areola of male breast nos,1
289157019,B35z.00,malignant neoplasm of other site of male breast,1
289158012,B35z000,malignant neoplasm of ectopic site of male breast,1
289159016,B35zz00,malignant neoplasm of male breast nos,1
459378019,B36..00,local recurrence of malignant tumour of breast,1
1229424011,BB5y500,[m]lipid-rich carcinoma,1
310311000006110,BB91.00,[m]infiltrating duct carcinoma,1
1232564019,BB91000,[m]intraductal papillary adenocarcinoma with invasion,1
1228259019,BB91100,[m]infiltrating duct and lobular carcinoma,1
291536017,BB93.00,[m]comedocarcinoma nos,1
310741000006110,BB94.00,[m]juvenile breast carcinoma,1
316311000006112,BB94.11,[m]secretory breast carcinoma,1
314081000006110,BB98.00,[m]noninfiltrating intracystic carcinoma,1
312171000006116,BB9D.00,[m]medullary carcinoma with lymphoid stroma,1
291540014,BB9F.00,[m]lobular carcinoma nos,1
310321000006119,BB9G.00,[m]infiltrating ductular carcinoma,1
310341000006114,BB9H.00,[m]inflammatory carcinoma,1
314711000006117,BB9J.00,"[m]paget's disease, mammary",1
314691000006115,BB9J.11,"[m]paget's disease, breast",1
314671000006116,BB9K.00,[m]paget's disease and infiltrating breast duct carcinoma,1
1231363012,BB9K000,[m]paget's disease and intraductal carcinoma of breast,1
310411000006117,BB9M.00,[m]intracystic carcinoma nos,1
307441000006115,BBM9.00,"[m]cystosarcoma phyllodes, malignant",1
292137017,Byu6.00,[x]malignant neoplasm of breast,1
11925551000006113,,malignant tumor of vulva,1
6243421000006119,,malignant tumour of vulva,1
6243441000006114,,cancer of vulva,1
6362481000006114,,clitoral ca,1
289209019,B451000,malignant neoplasm of greater vestibular (bartholin's) gland,1
482691018,B452.00,malignant neoplasm of labia minora,1
1210566016,B453.00,malignant neoplasm of clitoris,1
403701012,B454.00,malignant neoplasm of vulva unspecified,1
411399019,B454.11,primary vulval cancer,1
880421000006112,B454.99,ca vulva,1
723341000006112,B45y000,malignant neoplasm of overlapping lesion of vulva,1
6246191000006117,,malignant tumor of vagina,1
6246201000006119,,cancer of vagina,1
721051000006113,B450.00,malignant neoplasm of vagina,1
289207017,B450100,malignant neoplasm of vaginal vault,1
289208010,B450z00,malignant neoplasm of vagina nos,1
2698611000006110,,"squamous cell carcinoma, microinvasive",1
4025671000006118,,primary malignant neoplasm of endocervix,1
4025681000006115,,cancer of endocervix,1
4025791000006112,,primary malignant neoplasm of exocervix,1
6243091000006112,,malignant tumor of cervix,1
6243101000006118,,cancer of cervix,1
6243111000006115,,malignant neoplasm of cervix,1
6243131000006114,,cancer of the uterine cervix,1
6243141000006116,,cervical cancer,1
6364061000006118,,ca cervix uteri - endocervix,1
6364091000006114,,cancer of exocervix,1
907091000006110,,[rfc] cancer of the cervix,1
1884191000006113,4K2M.00,crv smr - hi grade dyskaryosis? invasive squamous carcinoma,1
1228493018,B41..00,malignant neoplasm of cervix uteri,1
543481000006111,B41..11,cervical carcinoma (uterus),1
155218017,B410.00,malignant neoplasm of endocervix,1
880361000006112,B410.99,ca cervix uteri - endocervix,1
289171010,B410000,malignant neoplasm of endocervical canal,1
